Order_ID,Order_Date,Customer,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Profit,,,
ORD0146,10/8/2025,Customer_073,Smartphone,Electronics,South,3,29353.45,0.1,79254.31,14284.07,,,
ORD0147,4/8/2025,Customer_087,Bookshelf,Furniture,North,3,6021.96,0.05,17162.58,2400.8,,,
ORD0148,2/3/2025,Customer_017,Bookshelf,Furniture,North,2,6909.57,0.1,12437.23,2740.94,,,
ORD0149,1/27/2025,Customer_057,Mouse,Accessories,East,2,1105.58,0.1,1990.04,581.08,,,
ORD0150,6/22/2025,Customer_017,Bookshelf,Furniture,South,3,6630.67,0.1,17902.81,3347.69,,,
ORD0151,11/6/2025,Customer_065,Desk,Furniture,East,4,11812.89,0.1,42526.39,10598.67,,,
ORD0152,1/11/2025,Customer_036,Desk,Furniture,North,4,10963.8,0.1,39469.68,6022.45,,,
ORD0153,3/10/2025,Customer_056,Backpack,Accessories,North,3,1762.79,0.15,4495.12,580.69,,,
ORD0154,12/3/2025,Customer_062,Printer,Electronics,East,4,13053.64,0.1,46993.1,7128.57,,,
ORD0155,1/17/2025,Customer_001,Smartphone,Electronics,North,1,25796.95,0.1,23217.26,7080.62,,,
ORD0156,4/18/2025,Customer_044,Keyboard,Accessories,East,2,2013.41,0.05,3825.48,1164.66,,,
ORD0157,11/1/2025,Customer_061,Bookshelf,Furniture,North,2,6258.98,0,12517.95,1984.27,,,
ORD0158,8/4/2025,Customer_083,Printer,Electronics,West,1,13118.37,0.05,12462.45,2637.3,,,
ORD0159,1/25/2025,Customer_082,Desk,Furniture,North,1,12461.46,0.1,11215.32,1684.1,,,
ORD0160,7/18/2025,Customer_017,Printer,Electronics,East,1,12710.4,0.15,10803.84,1932.64,,,
ORD0161,1/7/2025,Customer_009,Printer,Electronics,East,5,13475.99,0.05,64010.97,18940.56,,,
ORD0162,4/13/2025,Customer_017,Keyboard,Accessories,South,2,2329.95,0.05,4426.91,756.94,,,
ORD0163,6/20/2025,Customer_040,Keyboard,Accessories,South,3,2191.67,0.1,5917.5,846.2,,,
ORD0164,7/29/2025,Customer_033,Backpack,Accessories,West,4,1909.43,0.1,6873.95,1459.48,,,
ORD0165,9/8/2025,Customer_013,Printer,Electronics,North,4,12668.32,0.05,48139.62,7027.43,,,
ORD0166,11/14/2025,Customer_057,Smartphone,Electronics,West,3,25253.12,0,75759.36,23444.74,,,
ORD0167,12/25/2025,Customer_084,Keyboard,Accessories,North,4,2318.04,0.2,7417.73,1753.9,,,
ORD0168,11/20/2025,Customer_018,Laptop,Electronics,South,1,53400.84,0,53400.84,14020.51,,,
ORD0169,11/1/2025,Customer_088,Desk,Furniture,West,1,12984.81,0.05,12335.57,3836.11,,,
ORD0170,11/15/2025,Customer_046,Printer,Electronics,West,5,12850.35,0.1,57826.58,13675.05,,,
ORD0171,12/15/2025,Customer_063,Smartphone,Electronics,South,1,25563.92,0.1,23007.53,5514.54,,,
ORD0172,8/6/2025,Customer_041,Desk,Furniture,North,3,11353.61,0.1,30654.74,8727.23,,,
ORD0173,8/3/2025,Customer_049,Printer,Electronics,North,3,14842.16,0.15,37847.5,7344.1,,,
ORD0174,6/27/2025,Customer_082,Headphones,Electronics,South,4,3271.73,0.2,10469.53,2520.55,,,
ORD0175,3/30/2025,Customer_073,Laptop,Electronics,West,3,51968.85,0.15,132520.56,36474.49,,,
ORD0176,1/29/2025,Customer_009,Desk,Furniture,East,2,11738.81,0.05,22303.73,5919.59,,,
ORD0177,9/18/2025,Customer_011,Mouse,Accessories,East,2,1274.28,0.15,2166.28,409.32,,,
ORD0178,3/31/2025,Customer_018,Smartphone,Electronics,South,4,26654.62,0.05,101287.56,17757.33,,,
ORD0179,4/24/2025,Customer_040,Desk,Furniture,North,4,12946.75,0,51787.01,6302.73,,,
ORD0180,8/25/2025,Customer_033,Headphones,Electronics,South,2,3613.48,0.1,6504.26,1373.99,,,
ORD0181,10/31/2025,Customer_041,Keyboard,Accessories,North,3,2087.93,0.15,5324.21,1536.2,,,
ORD0182,1/7/2025,Customer_005,Mouse,Accessories,East,5,1228.47,0.1,5528.1,936.77,,,
ORD0183,12/29/2025,Customer_053,Printer,Electronics,South,1,14912.29,0,14912.29,4387.58,,,
ORD0184,10/22/2025,Customer_066,Backpack,Accessories,West,2,1919.57,0.15,3263.27,713.04,,,
ORD0185,12/10/2025,Customer_035,Laptop,Electronics,West,1,52357.84,0.1,47122.06,9103.93,,,
ORD0186,11/15/2025,Customer_028,Bookshelf,Furniture,West,3,6553.65,0.1,17694.85,2254.35,,,
ORD0187,11/20/2025,Customer_091,Desk,Furniture,West,5,11217.01,0.1,50476.54,8370.48,,,
ORD0188,4/30/2025,Customer_082,Laptop,Electronics,South,4,55903.88,0,223615.5,56088,,,
ORD0189,2/2/2025,Customer_006,Office Chair,Furniture,East,3,8939.05,0,26817.14,8449.62,,,
ORD0190,10/12/2025,Customer_004,Headphones,Electronics,North,3,3462.13,0.1,9347.76,2479.72,,,
ORD0191,3/16/2025,Customer_032,Headphones,Electronics,South,5,3518.92,0.15,14955.4,2315.33,,,
ORD0192,4/2/2025,Customer_093,Office Chair,Furniture,North,3,9266.47,0.05,26409.43,7653.15,,,
ORD0193,9/14/2025,Customer_058,Desk,Furniture,West,3,12624.23,0.2,30298.14,7015.24,,,
ORD0194,1/12/2025,Customer_018,Bookshelf,Furniture,East,2,5890.47,0.05,11191.9,2122.73,,,
ORD0195,3/20/2025,Customer_027,Keyboard,Accessories,South,4,2362.19,0,9448.78,1556.03,,,
ORD0196,1/24/2025,Customer_060,Smartphone,Electronics,South,4,29662.07,0,118648.27,30986.94,,,
ORD0197,9/30/2025,Customer_084,Headphones,Electronics,West,4,3487.07,0.1,12553.44,3722.58,,,
ORD0198,12/10/2025,Customer_072,Mouse,Accessories,East,1,1236.36,0,1236.36,315.04,,,
ORD0199,4/5/2025,Customer_038,Laptop,Electronics,West,5,53817.43,0,269087.15,60278.81,,,
ORD0200,6/28/2025,Customer_088,Mouse,Accessories,North,1,1297.88,0.2,1038.3,181.85,,,
ORD0201,3/27/2025,Customer_092,Laptop,Electronics,West,4,51067.45,0.2,163415.84,35987.82,,,
ORD0202,8/13/2025,Customer_033,Laptop,Electronics,North,2,59853.61,0.1,107736.5,32915.31,,,
ORD0203,12/25/2025,Customer_090,Laptop,Electronics,South,5,53866.16,0,269330.78,79036.96,,,
ORD0204,12/26/2025,Customer_075,Printer,Electronics,North,2,12715.31,0.15,21616.03,4018.92,,,
ORD0205,2/10/2025,Customer_076,Headphones,Electronics,West,3,3805.35,0,11416.05,3534.47,,,
ORD0206,1/7/2025,Customer_075,Keyboard,Accessories,West,2,2324.71,0.1,4184.47,826.64,,,
ORD0207,7/7/2025,Customer_014,Office Chair,Furniture,East,2,8467.54,0.1,15241.57,4753.07,,,
ORD0208,5/2/2025,Customer_019,Smartphone,Electronics,East,4,26093.45,0.05,99155.11,14441.28,,,
ORD0209,11/3/2025,Customer_044,Office Chair,Furniture,South,5,8992.49,0,44962.44,8464.56,,,
ORD0210,2/28/2025,Customer_003,Bookshelf,Furniture,West,2,6282.01,0.1,11307.62,2391.61,,,
ORD0211,12/19/2025,Customer_007,Printer,Electronics,West,3,12802.16,0.1,34565.82,10849.16,,,
ORD0212,1/4/2025,Customer_092,Laptop,Electronics,West,5,57669.77,0.1,259513.97,60960.18,,,
ORD0213,9/7/2025,Customer_098,Office Chair,Furniture,West,4,9123.95,0,36495.81,7454.81,,,
ORD0214,8/31/2025,Customer_058,Office Chair,Furniture,South,2,8998.03,0.1,16196.45,3061.1,,,
ORD0215,10/9/2025,Customer_008,Headphones,Electronics,West,5,3735.2,0.05,17742.19,4840.81,,,
ORD0216,11/21/2025,Customer_038,Backpack,Accessories,North,2,1969.7,0.05,3742.43,1062.12,,,
ORD0217,3/25/2025,Customer_002,Mouse,Accessories,East,4,1222.3,0.05,4644.74,948.07,,,
ORD0218,8/17/2025,Customer_005,Bookshelf,Furniture,East,1,7110.24,0.05,6754.72,1812.79,,,
ORD0219,1/10/2025,Customer_067,Laptop,Electronics,South,4,60168.03,0,240672.13,55172.18,,,
ORD0220,10/3/2025,Customer_008,Printer,Electronics,East,5,14920.87,0.05,70874.15,16571.97,,,
ORD0221,6/24/2025,Customer_076,Laptop,Electronics,North,1,51343.81,0,51343.81,16053.45,,,
ORD0222,4/18/2025,Customer_061,Laptop,Electronics,West,1,54410.06,0.1,48969.05,7206.13,,,
ORD0223,1/1/2025,Customer_035,Smartphone,Electronics,South,2,26494.33,0,52988.67,16408.5,,,
ORD0224,1/12/2025,Customer_020,Desk,Furniture,North,5,11047.94,0,55239.71,11217.3,,,
ORD0225,7/4/2025,Customer_039,Smartphone,Electronics,East,3,30530.15,0,91590.44,17601.49,,,
ORD0226,5/6/2025,Customer_045,Keyboard,Accessories,West,3,2273.42,0.05,6479.25,1892.39,,,
ORD0227,9/21/2025,Customer_029,Smartphone,Electronics,West,2,26109.34,0.1,46996.81,13268.62,,,
ORD0228,4/29/2025,Customer_090,Bookshelf,Furniture,East,5,6181.9,0.2,24727.59,4640.71,,,
ORD0229,3/17/2025,Customer_091,Printer,Electronics,West,2,14926.46,0.05,28360.27,4171.18,,,
ORD0230,2/22/2025,Customer_048,Mouse,Accessories,North,4,1131.76,0.1,4074.34,766.88,,,
ORD0231,3/4/2025,Customer_073,Mouse,Accessories,North,2,1118.23,0.05,2124.64,422.82,,,
ORD0232,11/20/2025,Customer_098,Mouse,Accessories,North,1,1267.77,0.15,1077.61,222.63,,,
ORD0233,10/6/2025,Customer_083,Bookshelf,Furniture,North,4,6900.2,0.1,24840.72,4161.89,,,
ORD0234,5/23/2025,Customer_021,Laptop,Electronics,East,1,56432.3,0.05,53610.68,10616.72,,,
ORD0235,9/24/2025,Customer_099,Mouse,Accessories,West,1,1169.58,0.05,1111.1,305.05,,,
ORD0236,10/31/2025,Customer_066,Printer,Electronics,South,2,13663.4,0.05,25960.46,3824.84,,,
ORD0237,10/20/2025,Customer_079,Desk,Furniture,West,5,11712.47,0.05,55634.23,13365.31,,,
ORD0238,1/21/2025,Customer_023,Office Chair,Furniture,East,3,9032.08,0.1,24386.6,4301.2,,,
ORD0239,9/28/2025,Customer_068,Backpack,Accessories,North,5,1707.65,0.15,7257.53,976.81,,,
ORD0240,2/21/2025,Customer_027,Bookshelf,Furniture,North,3,6481.63,0,19444.9,5223.77,,,
ORD0241,5/12/2025,Customer_090,Headphones,Electronics,North,2,3651.31,0.1,6572.35,1744.8,,,
ORD0242,11/8/2025,Customer_042,Backpack,Accessories,North,4,1809.06,0,7236.24,1289.43,,,
ORD0243,6/21/2025,Customer_045,Printer,Electronics,South,4,12843.71,0.05,48806.09,7655.25,,,
ORD0244,1/10/2025,Customer_088,Backpack,Accessories,South,5,1702.11,0.15,7233.96,2008.08,,,
ORD0245,12/13/2025,Customer_037,Mouse,Accessories,West,5,1264.79,0.15,5375.34,1121.69,,,
ORD0246,6/13/2025,Customer_074,Smartphone,Electronics,North,3,28959.98,0.15,73847.94,11674.92,,,
ORD0247,6/10/2025,Customer_021,Backpack,Accessories,North,2,1704.68,0,3409.37,498.27,,,
ORD0248,5/18/2025,Customer_073,Bookshelf,Furniture,South,5,6639.22,0.1,29876.5,6293.8,,,
ORD0249,11/19/2025,Customer_042,Mouse,Accessories,South,1,1112.75,0.2,890.2,161.1,,,
ORD0250,1/19/2025,Customer_068,Backpack,Accessories,South,1,1976.85,0.1,1779.17,523.65,,,
ORD0251,8/17/2025,Customer_097,Bookshelf,Furniture,West,2,6854.41,0.15,11652.5,3111.46,,,
ORD0252,7/15/2025,Customer_013,Headphones,Electronics,North,1,3308.66,0.05,3143.23,782.67,,,
ORD0253,8/18/2025,Customer_072,Smartphone,Electronics,South,4,26508.79,0.15,90129.88,19107.32,,,
ORD0254,8/3/2025,Customer_044,Headphones,Electronics,South,4,3383.1,0,12855.79,2392.5,,,
